age,annual_income,risk_tolerance,investment_goal,stocks_current,bonds_current,crypto_current,sentiment_score,stocks_target,bonds_target,crypto_target
61,100-200,moderate,income,0.420265760690952,0.5074263505121941,0.07230788879685383,0.38589031860868955,0.44717674822451947,0.44057227074670197,0.11225098102877863
69,50-100,aggressive,balanced,0.6692794429700767,0.14390814432456997,0.1868124127053533,0.7647414987541371,0.6439148745685339,0.2561496101179091,0.09993551531355704
20,<50,conservative,growth,0.355051194661189,0.38666952403034777,0.2582792813084633,0.376264736235617,0.18130700691593649,0.7593730095838832,0.05931998350018028
54,<50,moderate,income,0.5048219786381777,0.34409931787030723,0.1510787034915152,0.7766224715655603,0.38699226311689483,0.4759318631850162,0.13707587369808902
68,50-100,aggressive,balanced,0.3760304411229832,0.5529851036714793,0.07098445520553742,0.25968783912817417,0.6626733884414177,0.20871613819036966,0.1286104733682127
24,>200,aggressive,growth,0.7034102809655454,0.21424334026401165,0.08234637877044293,0.8063285962083206,0.6709454685727038,0.17764229514765445,0.1514122362796418
38,50-100,moderate,growth,0.748285014404335,0.1590720489108025,0.09264293668486237,0.5494305156533313,0.41663739907005437,0.4206944056841058,0.16266819524583978
26,>200,moderate,balanced,0.6086476269823929,0.26634488142025126,0.1250074915973558,0.4075763127341834,0.45756333498078555,0.3780407967836143,0.16439586823560018
56,50-100,moderate,income,0.762733099063333,0.18520345431955224,0.052063446617114734,0.38557927529060415,0.4309592459819087,0.44594427599561254,0.12309647802247885
35,100-200,conservative,income,0.2608234666960431,0.35930421148114833,0.37987232182280856,0.5024073912512539,0.26359293167762315,0.6275443391906584,0.10886272913171831
21,>200,conservative,growth,0.14613697740644838,0.6878846941628655,0.16597832843068616,0.8993346486725514,0.3242251096844775,0.5975539366740401,0.07822095364148236
42,100-200,aggressive,income,0.26525594817817566,0.4697207131333122,0.26502333868851213,0.3542291754063078,0.6018234872194492,0.25108741217641817,0.14708910060413266
31,<50,moderate,income,0.538680762092351,0.17833748041609276,0.28298175749155624,0.27225165421529973,0.3573441789200388,0.5049198367390952,0.13773598434086604
67,50-100,conservative,income,0.4126710370850741,0.45289941005722295,0.1344295528577031,0.6095246181030634,0.2429539828114757,0.6833843345304064,0.07366168265811784
26,<50,moderate,growth,0.3040036191978447,0.6545669328318601,0.04142944797029515,0.5419797265081799,0.378704915553756,0.48978956289390024,0.13150552155234385
43,<50,aggressive,balanced,0.1561881548145288,0.46904490191870096,0.3747669432667703,0.5669373897443152,0.6167410449717788,0.306003609108875,0.07725534591934621
19,<50,conservative,income,0.6931319317753685,0.2580916415977046,0.04877642662692696,0.666854792290052,0.21487999010320133,0.7545533846147447,0.030566625282053866
37,<50,conservative,growth,0.4281148463186708,0.4343749782049006,0.13751017547642863,0.3870008489094545,0.26125238400154405,0.7081152525338716,0.030632363464584412
45,50-100,conservative,growth,0.6056793300275215,0.18364943823944999,0.21067123173302857,0.8374654967687218,0.31428345442294503,0.6320849954365965,0.053631550140458464
64,<50,aggressive,balanced,0.4572925666283055,0.40632044549276153,0.13638698787893314,0.5049704462856033,0.6006229926552842,0.28247323801824753,0.11690376932646837
24,50-100,moderate,income,0.44369402056008567,0.42568980598336326,0.13061617345655127,0.29036033659972327,0.42311444373005325,0.40652813148417094,0.17035742478577592
61,50-100,conservative,income,0.5352744193719463,0.45117168906571975,0.013553891562333843,0.719609129713761,0.23542378616678983,0.670046401791135,0.0945298120420753
25,100-200,aggressive,balanced,0.32163087898147397,0.5867109671194269,0.0916581538990991,0.6501730468324952,0.6466192781050882,0.20072971483164684,0.15265100706326484
64,>200,moderate,balanced,0.5770761189581639,0.25019092892173644,0.1727329521200997,0.42102038173882594,0.42909004611202206,0.3746493212206784,0.1962606326672994
52,>200,aggressive,growth,0.5182367694264617,0.2784191598319781,0.20334407074156016,0.6350631068238339,0.6926839935885195,0.1647283112021501,0.14258769520933043
31,50-100,moderate,growth,0.40421310188280296,0.41562212402719706,0.18016477409,0.3539033694582838,0.5030098823742601,0.38589667104919306,0.1110934465765468
34,100-200,aggressive,balanced,0.15964803126511393,0.7141032301441718,0.12624873859071425,0.5113875515383707,0.595692521793069,0.22659791687975855,0.17770956132717253
53,50-100,moderate,income,0.36014725661350844,0.5389456014563844,0.10090714193010723,0.8295887655171277,0.48402221070039236,0.40426158729860784,0.11171620200099984
67,50-100,conservative,growth,0.6392248875402566,0.2554682862649144,0.10530682619482888,0.2934739632125246,0.23423972651380998,0.6718603920921374,0.09389988139405259
57,50-100,moderate,growth,0.5269726200355623,0.3760439294825697,0.09698345048186789,0.4706875149912234,0.45277654688790564,0.3877011929020915,0.15952226021000282
21,100-200,aggressive,income,0.4065632470624516,0.4585245255652525,0.1349122273722958,0.774799697304243,0.668552659536721,0.2119294478212307,0.11951789264204832
19,>200,aggressive,growth,0.5434791338630535,0.2606189971109885,0.19590186902595802,0.8786436295843247,0.6269266220828182,0.21725179776587578,0.15582158015130604
23,100-200,moderate,income,0.17670156862173877,0.48642598100446005,0.33687245037380126,0.5177482954952571,0.4397079087256737,0.38494034153308193,0.1753517497412443
59,<50,conservative,income,0.331467313595593,0.19788834833688884,0.47064433806751826,0.5548997341003432,0.1909089235214024,0.756191446383186,0.05289963009541156
21,100-200,conservative,income,0.6009437167680677,0.17355277529468818,0.22550350793724422,0.6005203732486388,0.2815979626346272,0.6291224335891151,0.0892796037762577
46,100-200,moderate,balanced,0.3988306398433657,0.43200939906325336,0.16915996109338105,0.8526436991435975,0.426809069314375,0.39074175044530546,0.18244918024031953
35,100-200,moderate,balanced,0.3256774636896406,0.6639846136598943,0.010337922650465174,0.8007447536839208,0.45740871746565304,0.38321531341705334,0.15937596911729354
43,100-200,aggressive,balanced,0.4307007783619761,0.43138082271020917,0.13791839892781485,0.31942078723515105,0.6080887868167161,0.20294428027522582,0.18896693290805822
61,>200,conservative,income,0.40262768380485486,0.5039902925214139,0.09338202367373129,0.5057304724929526,0.33316217568846695,0.5763429228120418,0.09049490149949134
51,<50,moderate,income,0.43314799606596727,0.5271234553360936,0.03972854859793915,0.5248002997374984,0.38268828511899905,0.4991710676473176,0.11814064723368337
27,>200,conservative,balanced,0.3044341159815852,0.4063671310034876,0.2891987530149272,0.7523672781541296,0.3222060993876943,0.5816851539543658,0.09610874665793993
53,>200,moderate,growth,0.5904137580583977,0.3147337677413561,0.09485247420024617,0.6220250178238047,0.4739374361527614,0.39965177738455876,0.12641078646267995
31,100-200,moderate,income,0.709945164385507,0.2685921378831192,0.021462697731373655,0.657954323420309,0.45630795800230867,0.35454002862229117,0.1891520133754001
48,50-100,conservative,growth,0.41482776850328806,0.516046884487506,0.06912534700920611,0.8987399353659323,0.23801366701244495,0.6854691867517948,0.07651714623576027
65,50-100,moderate,growth,0.6216940614958583,0.3780598444178398,0.0002460940863019638,0.2524720304290092,0.45465179100740843,0.4113968772499691,0.13395133174262253
32,>200,moderate,income,0.28279863499313357,0.5160297645221213,0.2011716004847449,0.3561068764736131,0.4575689666828096,0.36224102795132235,0.18019000536586804
25,>200,aggressive,income,0.37593804698179684,0.614951682989784,0.009110270028419253,0.4855271561600828,0.6792756105772724,0.17355350015313364,0.14717088926959399
31,100-200,moderate,growth,0.4225447191036662,0.44895875465255464,0.12849652624377922,0.44344768213422103,0.4139959237939814,0.3844861397457186,0.20151793646029997
40,>200,moderate,growth,0.5320174831158262,0.2359404732374646,0.23204204364670927,0.21515189294288853,0.48784484879230244,0.38021585591562707,0.1319392952920705
57,100-200,moderate,balanced,0.28984843638364016,0.4415169881765454,0.2686345754398144,0.2642443245298231,0.4373072293124357,0.41415650264007337,0.14853626804749082
38,50-100,aggressive,balanced,0.41685169255116294,0.358830436225836,0.2243178712230011,0.6766673039825033,0.6159479142795514,0.2368651311771694,0.1471869545432793
33,50-100,conservative,income,0.5469479147027301,0.4434651431008371,0.009586942196432767,0.8155271243537924,0.2948264060739237,0.6479032513889179,0.05727034253715844
62,<50,aggressive,balanced,0.3718979245569512,0.5100985839342829,0.11800349150876589,0.5599589078861843,0.5798324827721056,0.32104555431701276,0.09912196291088157
35,50-100,aggressive,balanced,0.44697333943495166,0.19306683966141946,0.359959820903629,0.577433755659543,0.6122395190484001,0.20403803842290974,0.18372244252869008
64,>200,conservative,balanced,0.1512958192120008,0.5064759575057807,0.34222822328221847,0.37856540298266556,0.26092866096324163,0.6122369418546098,0.12683439718214864
41,50-100,aggressive,balanced,0.3055908887014797,0.4671312183378265,0.22727789296069384,0.737513454543598,0.6022808909500764,0.21707218955239826,0.1806469194975253
43,100-200,conservative,growth,0.3474862410734759,0.4383778585305121,0.21413590039601194,0.7262562111570794,0.28832216405327293,0.6287075236184675,0.08297031232825966
42,50-100,aggressive,income,0.5781916222476315,0.39881950075380324,0.022988876998565062,0.6118559824523596,0.6089476093083274,0.23215351706224974,0.1588988736294229
62,<50,conservative,balanced,0.2693324627761464,0.5959584261468226,0.13470911107703093,0.34886500055794,0.1968171161946353,0.7364706540425932,0.0667122297627716
58,50-100,moderate,growth,0.49868704842632183,0.40866675527291346,0.09264619630076462,0.2679127527659626,0.41529834820701056,0.42515075282332593,0.15955089896966362
46,100-200,aggressive,growth,0.6184481630044791,0.14891945617948318,0.23263238081603768,0.24496700309998812,0.644377585312027,0.22706838306427296,0.1285540316237001
32,100-200,aggressive,growth,0.4005377121325765,0.5559233249402957,0.04353896292712779,0.6148872466500144,0.6246089914211028,0.21835592341198523,0.15703508516691198
62,>200,aggressive,balanced,0.7546076185468048,0.19445280088704292,0.050939580566152345,0.77752472339996,0.6064897633438631,0.20789851667280382,0.18561171998333315
18,50-100,aggressive,balanced,0.44148643753271327,0.4693885525666495,0.0891250099006373,0.8008313022466473,0.6597265552210346,0.20494695500391305,0.1353264897750523
42,100-200,moderate,income,0.5986504395264699,0.38343291326437895,0.017916647209151114,0.5245354520404149,0.45425077129948777,0.4021220923206098,0.14362713637990243
24,<50,aggressive,balanced,0.5028703155134849,0.4383634203053793,0.05876626418113589,0.7489899095147018,0.6143559870784812,0.25223133012730947,0.13341268279420937
26,>200,moderate,balanced,0.3129020531520082,0.47351859958269793,0.21357934726529387,0.8628161374387165,0.4800916820095811,0.3957119424050491,0.1241963755853698
41,<50,moderate,growth,0.25739955734441,0.6174788535586412,0.12512158909694884,0.3926190787416476,0.4160225286312514,0.447642693958328,0.1363347774104206
18,50-100,moderate,income,0.28578490864893735,0.5406717042709649,0.1735433870800977,0.47857224246653,0.45068028011130423,0.3796270951787221,0.16969262470997373
61,50-100,moderate,balanced,0.32687301374066263,0.43811454932924127,0.23501243693009616,0.8520352948176765,0.46792229566924787,0.37922981744013745,0.15284788689061476
25,50-100,conservative,balanced,0.43127767801740996,0.4726704045562843,0.09605191742630588,0.4367616771220994,0.2582894254528461,0.6484380075624409,0.09327256698471295
41,>200,conservative,growth,0.2893145532892893,0.6412249459847665,0.06946050072594401,0.8397134032252573,0.33681530659624354,0.5445673631683394,0.11861733023541704
28,100-200,aggressive,growth,0.5203495437119775,0.43617473080257035,0.04347572548545224,0.886731403578126,0.6000509304959615,0.2785399558833156,0.1214091136207229
68,>200,conservative,balanced,0.5811520538059314,0.3284916559161743,0.09035629027789435,0.6632675100020973,0.29877779552884154,0.588987310744282,0.11223489372687635
34,<50,conservative,income,0.303843652717364,0.5439836741219253,0.15217267316071073,0.7718232026529178,0.177814071840902,0.755353006690855,0.066832921468243
25,>200,aggressive,income,0.21318695108502364,0.6661115761393908,0.1207014727755856,0.7246818949547597,0.6269790581040072,0.21499437309632977,0.15802656879966298
52,<50,aggressive,growth,0.5673791800085313,0.43100391983183817,0.0016169001596306127,0.6896739803308667,0.5845131008166033,0.29502888960290985,0.12045800958048686
52,>200,aggressive,growth,0.6143962755349992,0.24302692929708103,0.14257679516791982,0.4148517510868628,0.6345620317844805,0.16050774494113793,0.20493022327438157
50,100-200,conservative,balanced,0.5705976233750504,0.1687568387517148,0.2606455378732347,0.23996603653556062,0.2956291189423181,0.6300144259899249,0.07435645506775715
22,<50,conservative,growth,0.2530098355110509,0.5345023557176074,0.2124878087713416,0.4401362127637554,0.2524147130827068,0.686057185144477,0.061528101772816216
59,50-100,aggressive,balanced,0.4607510690592431,0.2404243895303984,0.29882454141035847,0.6668551896427346,0.6882659214287916,0.18388051941539776,0.12785355915581065
56,50-100,moderate,income,0.16805881793540142,0.5987858038254458,0.23315537823915278,0.271770438759461,0.41715304496852434,0.43264294108613366,0.15020401394534189
58,>200,aggressive,income,0.3209362725253703,0.5449036866027044,0.13416004087192526,0.20834258808476946,0.6352859659091243,0.20527222418954355,0.15944180990133214
45,50-100,moderate,balanced,0.5305415805216445,0.28154304329520696,0.18791537618314869,0.29778466082205707,0.4678999741480091,0.4136538530043295,0.11844617284766151
24,<50,moderate,growth,0.46719448070137837,0.4993927744633566,0.03341274483526496,0.7010151484875567,0.44079537818776676,0.4599173996866971,0.09928722212553616
26,50-100,aggressive,income,0.4386479291681673,0.393433899809526,0.16791817102230672,0.8809555911595107,0.6574166784815654,0.23144237665087222,0.11114094486756246
25,100-200,aggressive,growth,0.532432488994109,0.32660966071115244,0.14095785029473862,0.8881452897303743,0.6487215757549166,0.21152478903672706,0.13975363520835643
29,100-200,aggressive,income,0.5343539125292898,0.45758174550592506,0.008064341964785286,0.5457854043981315,0.6124221403047805,0.2157642855893418,0.17181357410587766
51,>200,conservative,balanced,0.4329517618052151,0.32729352330102485,0.23975471489375993,0.8085466106946432,0.31311486508579395,0.5667913352026168,0.12009379971158929
50,<50,moderate,balanced,0.28651011766249157,0.48397109242524705,0.2295187899122614,0.7157785190260528,0.3894774412422476,0.49565535552566564,0.11486720323208678
65,100-200,conservative,balanced,0.6955620155613265,0.23085213951215608,0.07358584492651757,0.5507281658892224,0.2746496454180152,0.6571005682078706,0.06824978637411439
40,100-200,conservative,income,0.14826994628240733,0.6228779299051789,0.2288521238124137,0.6009323730685607,0.3033541695964904,0.5842644363114199,0.11238139409208979
41,<50,aggressive,growth,0.532033008708283,0.4504677378967911,0.017499253394925907,0.29605900263180973,0.6099948913485406,0.31376136659488174,0.07624374205657775
54,50-100,conservative,growth,0.5844924599732477,0.2605009594908334,0.15500658053591881,0.8563630224316144,0.276976680330884,0.630277917875301,0.09274540179381503
52,50-100,aggressive,growth,0.21839856494329374,0.6149650605939774,0.16663637446272886,0.44635083951224375,0.6737443802738841,0.20041036586293245,0.12584525386318354
61,>200,moderate,income,0.4491379969454064,0.4024056433925535,0.14845635966204013,0.5123044795200187,0.4529855575973299,0.39775208069196527,0.14926236171070495
57,50-100,aggressive,income,0.549001181793508,0.23510599549802721,0.2158928227084648,0.670162161698529,0.6350843012557457,0.21219899935499426,0.15271669938926014
39,<50,conservative,income,0.34387913329737096,0.476440326482961,0.179680540219668,0.4337317300685878,0.22756736442596184,0.7104982573102857,0.0619343782637525
44,100-200,conservative,income,0.6770147175806251,0.10605289201681439,0.21693239040256046,0.3779814126922514,0.24324581439210066,0.6520379768431358,0.10471620876476355
52,50-100,aggressive,income,0.6949154511765732,0.2300154308635388,0.07506911795988823,0.6417345752891543,0.5880252136700598,0.25774851717032865,0.15422626915961157
18,>200,aggressive,growth,0.365933689993152,0.38107832069500724,0.25298798931184074,0.21748885759729464,0.6971808453607036,0.15233876408509298,0.1504803905542036
52,50-100,conservative,income,0.45145672238120066,0.5122745562522041,0.03626872136659517,0.7045075784186752,0.27687882088028515,0.64727113718061,0.07585004193910484
54,<50,moderate,income,0.515724576509525,0.3095064017553261,0.17476902173514902,0.5598163589135569,0.4210323676620066,0.4399667247468523,0.1390009075911412
64,>200,moderate,growth,0.4685546536796197,0.45088572985716985,0.08055961646321053,0.624027611364654,0.46454590001408336,0.36326174446600756,0.17219235551990908
31,50-100,aggressive,income,0.26989369678737934,0.706080580592693,0.024025722619927744,0.6423161114728195,0.6507046593608092,0.1731602428799853,0.1761350977592055
20,>200,moderate,growth,0.1639355818729771,0.582064765369703,0.2539996527573199,0.5689351095447945,0.46045346922478597,0.34316048032370544,0.19638605045150861
18,<50,conservative,growth,0.7108036240951213,0.1896116292409913,0.09958474666388745,0.6077736442085152,0.24000560165822032,0.7364557834483508,0.02353861489342886
22,100-200,aggressive,balanced,0.6530855372632806,0.2833802012651742,0.06353426147154508,0.6786517406229122,0.6592050589061225,0.2161711017569533,0.12462383933692422
43,<50,conservative,balanced,0.6760855484505929,0.23407863770844467,0.08983581384096262,0.7271831930257718,0.20607160882474998,0.7517468496514561,0.042181541523793886
31,<50,conservative,balanced,0.673102350717525,0.3044581839042258,0.022439465378249267,0.7092166739002843,0.20747167956468415,0.7592240799023251,0.03330424053299054
56,<50,moderate,balanced,0.28893985924004206,0.6332729155241689,0.07778722523578917,0.8087315204125831,0.39710821234467286,0.5230043687578384,0.0798874188974887
44,<50,aggressive,income,0.556806982054137,0.44010434303940305,0.0030886749064598833,0.33261040321718194,0.5923199212565969,0.26677525562421395,0.14090482311918925
26,100-200,aggressive,balanced,0.6348646276438213,0.24613209013393708,0.11900328222224153,0.48080357864425827,0.6493877877213275,0.1855136712102801,0.16509854106839236
32,100-200,moderate,growth,0.4600777283642677,0.4889091624129649,0.05101310922276743,0.86345724621012,0.4473827970932285,0.42447722517701636,0.12813997772975522
32,>200,conservative,income,0.2523154436898985,0.5724664847149259,0.17521807159517555,0.4776134020704308,0.2828311094161723,0.5952557580420955,0.12191313254173235
43,50-100,conservative,balanced,0.20547195518099587,0.7183738309871731,0.07615421383183094,0.2874090538341459,0.3051501812996099,0.6268388985133458,0.06801092018704438
59,100-200,conservative,growth,0.43354015868192486,0.3523862778136172,0.21407356350445803,0.5678115884535256,0.23807868264105855,0.6508525288643042,0.11106878849463724
30,100-200,conservative,income,0.45369326602232,0.39043629554697157,0.15587043843070833,0.2766436807881235,0.29658953506899016,0.6240535949863717,0.07935686994463806
68,50-100,aggressive,income,0.3045408728109887,0.6037281955958123,0.0917309315931991,0.3419972671095056,0.7034141265986236,0.1903816787740842,0.1062041946272922
49,100-200,aggressive,balanced,0.38582302213776376,0.4047084321473904,0.20946854571484602,0.8988231295996697,0.6493103732878541,0.21454052819355346,0.13614909851859247
56,<50,moderate,income,0.6120538875395546,0.11684593313663447,0.27110017932381103,0.5789538468772923,0.36110047063455086,0.4834411233869119,0.15545840597853722
66,<50,moderate,growth,0.48196246492589034,0.33964682440266186,0.17839071067144768,0.3988408723283003,0.4007014518234288,0.4598317839975489,0.1394667641790223
69,50-100,aggressive,income,0.19831106632180742,0.5965301464102526,0.20515878726793998,0.8963424682017342,0.6221224615491935,0.19718891055338708,0.1806886278974195
49,>200,aggressive,growth,0.4762700835612727,0.4976467100422793,0.02608320639644794,0.8765912429886002,0.6197335382847681,0.20948352620137595,0.170782935513856
21,>200,conservative,income,0.33001824898905985,0.4967047358860353,0.17327701512490484,0.5085173287589845,0.2709232229140176,0.6148889008347534,0.11418787625122893
47,50-100,conservative,balanced,0.5425824463772746,0.3133379025105032,0.14407965111222235,0.38228217615153587,0.29452490592298913,0.6340118188475502,0.07146327522946065
54,50-100,moderate,growth,0.3776175757251846,0.45543992612534306,0.1669424981494723,0.786879746664533,0.463736861081859,0.40391582492804967,0.13234731399009134
40,<50,aggressive,income,0.19086723551553295,0.7101526324644685,0.0989801320199985,0.70093450188025,0.598055915095192,0.2599523036880357,0.1419917812167725
56,>200,moderate,income,0.4825762535153556,0.28868087802038983,0.22874286846425448,0.6808590045024572,0.44965570572239844,0.4073934264745476,0.14295086780305408
62,100-200,aggressive,income,0.440379759371032,0.3614178393365496,0.19820240129241837,0.8251796189257308,0.6070584192946651,0.2340733271689501,0.15886825353638495
32,<50,conservative,growth,0.1845646474861176,0.6972724522528314,0.11816290026105099,0.6825919937099272,0.19681283264653893,0.7478635959059289,0.055323571447532235
60,50-100,moderate,growth,0.5690483768576923,0.40949218580336677,0.021459437338941026,0.3986585601290844,0.3942786665172123,0.44144266625614736,0.1642786672266404
46,>200,moderate,growth,0.2720225327303556,0.6590188943118498,0.06895857295779464,0.6857042133130126,0.43061574843121425,0.371850592664159,0.19753365890462685
53,100-200,aggressive,balanced,0.5657130439397966,0.14800978858208888,0.2862771674781145,0.41406945789856475,0.5882861933696092,0.2399306496356249,0.17178315699476582
30,100-200,conservative,balanced,0.36141769590905526,0.4509749505330936,0.1876073535578511,0.7314672857598965,0.2887644798386655,0.615252616916129,0.09598290324520552
49,<50,moderate,growth,0.5858218084497706,0.22903251712205597,0.18514567442817328,0.6338234981440962,0.3713055622059295,0.5377282897789342,0.09096614801513636
24,>200,conservative,income,0.3662702575851662,0.511028654534032,0.12270108788080179,0.25418808638932544,0.31110040190529714,0.6002036103264381,0.08869598776826469
68,>200,moderate,balanced,0.5611502841197481,0.30161805314934426,0.13723166273090767,0.5589847537045994,0.452252247892795,0.40766153062358723,0.14008622148361777
39,50-100,conservative,growth,0.48219555208900455,0.44495445082900154,0.07284999708199386,0.44031067843701865,0.3079303961062661,0.6363564936049454,0.05571311028878854
45,>200,aggressive,income,0.6356528711907187,0.1999087325527259,0.16443839625655532,0.429999442912606,0.6731432032614185,0.17486918640327836,0.15198761033530306
19,>200,moderate,balanced,0.4794527407777237,0.34702071027806075,0.17352654894421546,0.62157941166408,0.4640848949553411,0.3745921748945355,0.1613229301501234
59,<50,moderate,income,0.5278999511324586,0.2245765919956224,0.24752345687191907,0.42562737712859744,0.3924032295454248,0.45565657224094297,0.15194019821363236
62,>200,conservative,income,0.12310213506331012,0.6017443114677306,0.2751535534689592,0.7438256237434109,0.2647664321754036,0.6134656132641085,0.12176795456048796
23,100-200,conservative,income,0.2864963232856848,0.5002117514923868,0.21329192522192827,0.24955400520782212,0.24901798891809654,0.646917031734904,0.1040649793469995
45,<50,moderate,income,0.47868218067559837,0.44446326643117623,0.07685455289322544,0.6622717766770778,0.38048989425361956,0.4737937443009886,0.14571636144539174
45,<50,aggressive,balanced,0.20745635474713878,0.6373577546094008,0.15518589064346044,0.7664363625597188,0.5818604332129508,0.29287052367434235,0.12526904311270692
